"stop_id","stop_code","stop_name","stop_lat","stop_lon","stop_url","wheelchair_boarding","preferred"
"101218","101218","Bornem P. Colomalaan","51.086510","4.262630","https://www.delijn.be/nl/haltes/101218","0","2"
"101219","101219","Kalmthout Marktplein","51.393090","4.474352","https://www.delijn.be/nl/haltes/101219","0","2"
"101221","101221","Sint-Amands Kerkstraat","51.056400","4.203080","https://www.delijn.be/nl/haltes/101221","0","1"
"101222","101222","Sint-Amands Gemeentehuis","51.054610","4.205180","https://www.delijn.be/nl/haltes/101222","0","2"
"101223","101223","Sint-Amands Scheldelaan","51.047080","4.203420","https://www.delijn.be/nl/haltes/101223","0","2"
"101224","101224","Bonheiden AZ Imelda","51.018420","4.560480","https://www.delijn.be/nl/haltes/101224","0","2"
"101225","101225","Kalmthout Marktplein","51.392297","4.474610","https://www.delijn.be/nl/haltes/101225","0","2"
"101226","101226","Oppuurs Kattestraat","51.070370","4.240650","https://www.delijn.be/nl/haltes/101226","0","2"
"101227","101227","Puurs Meir","51.064510","4.256290","https://www.delijn.be/nl/haltes/101227","0","2"
"101228","101228","Puurs Overheide","51.063380","4.265520","https://www.delijn.be/nl/haltes/101228","0","2"
"101229","101229","Kalmthout Strijboshof","51.395048","4.483539","https://www.delijn.be/nl/haltes/101229","0","2"
"101230","101230","Antwerpen Begijnenvest","51.209860","4.402220","https://www.delijn.be/nl/haltes/101230","1","2"
"101231","101231","Kalmthout Strijboshof","51.394826","4.482737","https://www.delijn.be/nl/haltes/101231","0","2"
"101232","101232","Oelegem Kerk","51.210946","4.596809","https://www.delijn.be/nl/haltes/101232","0","2"
"101235","101235","Antwerpen Montigny","51.205910","4.393370","https://www.delijn.be/nl/haltes/101235","1","2"
"101240","101240","Antwerpen Bestorming","51.206100","4.396320","https://www.delijn.be/nl/haltes/101240","0","1"
"101250","101250","Antwerpen Belgiëlei","51.206000","4.417280","https://www.delijn.be/nl/haltes/101250","0","2"
"101255","101255","Antwerpen Belgiëlei","51.205460","4.418650","https://www.delijn.be/nl/haltes/101255","0","2"
"101261","101261","Berchem Sint-Willibrordus","51.192920","4.423370","https://www.delijn.be/nl/haltes/101261","1","2"
"101262","101262","Berchem Sint-Willibrordus","51.192230","4.420920","https://www.delijn.be/nl/haltes/101262","1","2"
"101267","101267","Berchem Station perron 21","51.200010","4.431700","https://www.delijn.be/nl/haltes/101267","0","1"
"101269","101269","Ravels Eel Kerk","51.392111","5.015746","https://www.delijn.be/nl/haltes/101269","0","2"
"101270","101270","Achterbroek Dorpshuis","51.396682","4.497559","https://www.delijn.be/nl/haltes/101270","0","2"
"101271","101271","Achterbroek Dorpshuis","51.396618","4.498069","https://www.delijn.be/nl/haltes/101271","0","2"
"101272","101272","Antwerpen Fina Haven 447","51.254300","4.331100","https://www.delijn.be/nl/haltes/101272","0","2"
"101273","101273","Antwerpen Fina Haven 447","51.254490","4.331630","https://www.delijn.be/nl/haltes/101273","0","2"
"101274","101274","Merksem De Biezen","51.254330","4.452690","https://www.delijn.be/nl/haltes/101274","0","2"
"101275","101275","Kalmthout Achterbroek Kerk","51.397585","4.500271","https://www.delijn.be/nl/haltes/101275","0","2"
"101276","101276","Antwerpen Fina Vulcentrum","51.257050","4.320040","https://www.delijn.be/nl/haltes/101276","0","2"
"101277","101277","Antwerpen Fina Vulcentrum","51.257330","4.320160","https://www.delijn.be/nl/haltes/101277","0","2"
"101278","101278","Antwerpen Fina Poort 1","51.272810","4.319280","https://www.delijn.be/nl/haltes/101278","1","2"
"101279","101279","Antwerpen Fina Poort 1","51.272340","4.319190","https://www.delijn.be/nl/haltes/101279","0","2"
"101280","101280","Kalmthout Achterbroek Kerk","51.397536","4.500066","https://www.delijn.be/nl/haltes/101280","0","2"
"101281","101281","Tongerlo Tongelsbos","51.117681","4.908735","https://www.delijn.be/nl/haltes/101281","0","2"
