"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color"
"2568_2--252125Y_0","1","F60","Gent Zuid - Mariakerke Post - Lovendegem - Zomergem","Gent Zuid - Mariakerke Post - Lovendegem - Zomergem","3","https://www.delijn.be/nl/lijnen/2568/?richtingCode=0","00A6E2","000000"
"2568_2--252125Y_1","1","F60","Zomergem - Lovendegem - Mariakerke Post - Gent Zuid","Zomergem - Lovendegem - Mariakerke Post - Gent Zuid","3","https://www.delijn.be/nl/lijnen/2568/?richtingCode=1","00A6E2","000000"
"2569_2--252125Y_0","1","F41","Gent Zuid - Merelbeke - Gavere - Oudenaarde","Gent Zuid - Merelbeke - Gavere - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2569/?richtingCode=0","15882E","FFFFFF"
"2569_2--252125Y_1","1","F41","Oudenaarde - Gavere - Merelbeke - Gent Zuid","Oudenaarde - Gavere - Merelbeke - Gent Zuid","3","https://www.delijn.be/nl/lijnen/2569/?richtingCode=1","15882E","FFFFFF"
"2570_2--252125Y_0","1","F78","Deinze - Sint-Denijs-Westrem - Gent - Lochristi - Lokeren","Deinze - Sint-Denijs-Westrem - Gent - Lochristi - Lokeren","3","https://www.delijn.be/nl/lijnen/2570/?richtingCode=0","83D0F5","000000"
"2570_2--252125Y_1","1","F78","Lokeren - Lochristi - Gent - Sint-Denijs-Westrem - Deinze","Lokeren - Lochristi - Gent - Sint-Denijs-Westrem - Deinze","3","https://www.delijn.be/nl/lijnen/2570/?richtingCode=1","83D0F5","000000"
"2571_2--252125Y_0","1","F71","Nazareth - Zwijnaarde - Nieuw Gent - Gent Zuid - Oostakker","Nazareth - Zwijnaarde - Nieuw Gent - Gent Zuid - Oostakker","3","https://www.delijn.be/nl/lijnen/2571/?richtingCode=0","E6007E","FFFFFF"
"2571_2--252125Y_1","1","F71","Oostakker - Gent Zuid - Nieuw Gent - Zwijnaarde - Nazareth","Oostakker - Gent Zuid - Nieuw Gent - Zwijnaarde - Nazareth","3","https://www.delijn.be/nl/lijnen/2571/?richtingCode=1","E6007E","FFFFFF"
"2575_2--252125Y_0","1","F55","Gent Zuid - Ertvelde - Zelzate","Gent Zuid - Ertvelde - Zelzate","3","https://www.delijn.be/nl/lijnen/2575/?richtingCode=0","0056A4","FFFFFF"
"2575_2--252125Y_1","1","F55","Zelzate - Ertvelde - Gent Zuid","Zelzate - Ertvelde - Gent Zuid","3","https://www.delijn.be/nl/lijnen/2575/?richtingCode=1","0056A4","FFFFFF"
"2576_2--252125Y_0","1","F20","Gent Zuid - Melle - Oordegem - Erpe Vijfhuizen - Aalst","Gent Zuid - Melle - Oordegem - Erpe Vijfhuizen - Aalst","3","https://www.delijn.be/nl/lijnen/2576/?richtingCode=0","005460","FFFFFF"
"2576_2--252125Y_1","1","F20","Aalst - Erpe Vijfhuizen - Oordegem - Melle - Gent Zuid","Aalst - Erpe Vijfhuizen - Oordegem - Melle - Gent Zuid","3","https://www.delijn.be/nl/lijnen/2576/?richtingCode=1","005460","FFFFFF"
"2577_2--257725O_0","1","57","Aalst - Hofstade - Gijzegem - Dendermonde","Aalst - Hofstade - Gijzegem - Dendermonde","3","https://www.delijn.be/nl/lijnen/2577/?richtingCode=0","A85E24","FFFFFF"
"2577_2--257725O_1","1","57","Dendermonde - Gijzegem - Hofstade - Aalst","Dendermonde - Gijzegem - Hofstade - Aalst","3","https://www.delijn.be/nl/lijnen/2577/?richtingCode=1","A85E24","FFFFFF"
"2577_2--257726A_0","1","57","Aalst - Hofstade - Gijzegem - Dendermonde","Aalst - Hofstade - Gijzegem - Dendermonde","3","https://www.delijn.be/nl/lijnen/2577/?richtingCode=0","A85E24","FFFFFF"
"2577_2--257726A_1","1","57","Dendermonde - Gijzegem - Hofstade - Aalst","Dendermonde - Gijzegem - Hofstade - Aalst","3","https://www.delijn.be/nl/lijnen/2577/?richtingCode=1","A85E24","FFFFFF"
"2581_2--252125Y_0","1","F34","Gent Zuid - Destelbergen - Heusden - Wetteren","Gent Zuid - Destelbergen - Heusden - Wetteren","3","https://www.delijn.be/nl/lijnen/2581/?richtingCode=0","EF7D00","000000"
"2581_2--252125Y_1","1","F34","Wetteren - Heusden - Destelbergen - Gent Zuid","Wetteren - Heusden - Destelbergen - Gent Zuid","3","https://www.delijn.be/nl/lijnen/2581/?richtingCode=1","EF7D00","000000"
"2582_2--252125Y_0","1","F76","De Pinte - Gent - Lochristi - Wachtebeke","De Pinte - Gent - Lochristi - Wachtebeke","3","https://www.delijn.be/nl/lijnen/2582/?richtingCode=0","822A3A","FFFFFF"
"2582_2--252125Y_1","1","F76","Wachtebeke - Lochristi - Gent - De Pinte","Wachtebeke - Lochristi - Gent - De Pinte","3","https://www.delijn.be/nl/lijnen/2582/?richtingCode=1","822A3A","FFFFFF"
"2584_2--252125Y_0","1","F56","Gent Zuid - Evergem - Sleidinge - Kaprijke","Gent Zuid - Evergem - Sleidinge - Kaprijke","3","https://www.delijn.be/nl/lijnen/2584/?richtingCode=0","FC95C5","000000"
"2584_2--252125Y_1","1","F56","Kaprijke - Sleidinge - Evergem - Gent Zuid","Kaprijke - Sleidinge - Evergem - Gent Zuid","3","https://www.delijn.be/nl/lijnen/2584/?richtingCode=1","FC95C5","000000"
"2585_2--252125Y_0","1","F40","Gent Zuid - Merelbeke - Kwenenbos","Gent Zuid - Merelbeke - Kwenenbos","3","https://www.delijn.be/nl/lijnen/2585/?richtingCode=0","C8D300","000000"
"2585_2--252125Y_1","1","F40","Kwenenbos - Merelbeke - Gent Zuid","Kwenenbos - Merelbeke - Gent Zuid","3","https://www.delijn.be/nl/lijnen/2585/?richtingCode=1","C8D300","000000"
"2586_2--258625O_0","1","58","Oudenaarde - Petegem - Wortegem - Waregem","Oudenaarde - Petegem - Wortegem - Waregem","3","https://www.delijn.be/nl/lijnen/2586/?richtingCode=0","A85E24","FFFFFF"
"2586_2--258625O_1","1","58","Waregem - Wortegem - Petegem - Oudenaarde","Waregem - Wortegem - Petegem - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2586/?richtingCode=1","A85E24","FFFFFF"
"2586_2--258626A_0","1","58","Oudenaarde - Petegem - Wortegem - Waregem","Oudenaarde - Petegem - Wortegem - Waregem","3","https://www.delijn.be/nl/lijnen/2586/?richtingCode=0","A85E24","FFFFFF"
"2586_2--258626A_1","1","58","Waregem - Wortegem - Petegem - Oudenaarde","Waregem - Wortegem - Petegem - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2586/?richtingCode=1","A85E24","FFFFFF"
"2587_2--252125Y_0","1","F50","Gent Zuid - Eeklo - Maldegem - Brugge Station","Gent Zuid - Eeklo - Maldegem - Brugge Station","3","https://www.delijn.be/nl/lijnen/2587/?richtingCode=0","EF7D00","000000"
"2587_2--252125Y_1","1","F50","Brugge Station - Maldegem - Eeklo - Gent Zuid","Brugge Station - Maldegem - Eeklo - Gent Zuid","3","https://www.delijn.be/nl/lijnen/2587/?richtingCode=1","EF7D00","000000"
"2591_2--AVA-25P_0","1","591","Aalst - Hofstade - Lede - Serskamp - Wetteren","Aalst - Hofstade - Lede - Serskamp - Wetteren","3","https://www.delijn.be/nl/lijnen/2591/?richtingCode=0","FFFFFF","B59E6A"
"2591_2--AVA-25P_1","1","591","Wetteren - Serskamp - Lede - Hofstade - Aalst","Wetteren - Serskamp - Lede - Hofstade - Aalst","3","https://www.delijn.be/nl/lijnen/2591/?richtingCode=1","FFFFFF","B59E6A"
"2591_2--AVA-26A_0","1","591","Aalst - Hofstade - Lede - Serskamp - Wetteren","Aalst - Hofstade - Lede - Serskamp - Wetteren","3","https://www.delijn.be/nl/lijnen/2591/?richtingCode=0","FFFFFF","B59E6A"
"2591_2--AVA-26A_1","1","591","Wetteren - Serskamp - Lede - Hofstade - Aalst","Wetteren - Serskamp - Lede - Hofstade - Aalst","3","https://www.delijn.be/nl/lijnen/2591/?richtingCode=1","FFFFFF","B59E6A"
"2596_2--259625O_0","1","59","Waregem - Nokere - Kruishoutem - Lozer - Gavere","Waregem - Nokere - Kruishoutem - Lozer - Gavere","3","https://www.delijn.be/nl/lijnen/2596/?richtingCode=0","4A5321","FFFFFF"
"2596_2--259625O_1","1","59","Gavere - Lozer - Kruishoutem - Nokere - Waregem","Gavere - Lozer - Kruishoutem - Nokere - Waregem","3","https://www.delijn.be/nl/lijnen/2596/?richtingCode=1","4A5321","FFFFFF"
"2596_2--259626A_0","1","59","Waregem - Nokere - Kruishoutem - Lozer - Gavere","Waregem - Nokere - Kruishoutem - Lozer - Gavere","3","https://www.delijn.be/nl/lijnen/2596/?richtingCode=0","4A5321","FFFFFF"
"2596_2--259626A_1","1","59","Gavere - Lozer - Kruishoutem - Nokere - Waregem","Gavere - Lozer - Kruishoutem - Nokere - Waregem","3","https://www.delijn.be/nl/lijnen/2596/?richtingCode=1","4A5321","FFFFFF"
"2597_2--AVA-25P_0","1","59","Aalst - Hofstade - Lede - Oordegem - Wetteren","Aalst - Hofstade - Lede - Oordegem - Wetteren","3","https://www.delijn.be/nl/lijnen/2597/?richtingCode=0","83D0F5","000000"
"2597_2--AVA-25P_1","1","59","Wetteren - Oordegem - Lede - Hofstade - Aalst","Wetteren - Oordegem - Lede - Hofstade - Aalst","3","https://www.delijn.be/nl/lijnen/2597/?richtingCode=1","83D0F5","000000"
"2597_2--AVA-26A_0","1","59","Aalst - Hofstade - Lede - Oordegem - Wetteren","Aalst - Hofstade - Lede - Oordegem - Wetteren","3","https://www.delijn.be/nl/lijnen/2597/?richtingCode=0","83D0F5","000000"
"2597_2--AVA-26A_1","1","59","Wetteren - Oordegem - Lede - Hofstade - Aalst","Wetteren - Oordegem - Lede - Hofstade - Aalst","3","https://www.delijn.be/nl/lijnen/2597/?richtingCode=1","83D0F5","000000"
"2605_2--GEN-25O_0","1","60","Gent Sint-Pieters - Lovendegem - Zomergem (- Ursel)","Gent Sint-Pieters - Lovendegem - Zomergem (- Ursel)","3","https://www.delijn.be/nl/lijnen/2605/?richtingCode=0","00A6E2","000000"
"2605_2--GEN-25O_1","1","60","(Ursel -) Zomergem - Lovendegem - Gent Sint-Pieters","(Ursel -) Zomergem - Lovendegem - Gent Sint-Pieters","3","https://www.delijn.be/nl/lijnen/2605/?richtingCode=1","00A6E2","000000"
"2605_2--GEN-26A_0","1","60","Gent Sint-Pieters - Lovendegem - Zomergem (- Ursel)","Gent Sint-Pieters - Lovendegem - Zomergem (- Ursel)","3","https://www.delijn.be/nl/lijnen/2605/?richtingCode=0","00A6E2","000000"
"2605_2--GEN-26A_1","1","60","(Ursel -) Zomergem - Lovendegem - Gent Sint-Pieters","(Ursel -) Zomergem - Lovendegem - Gent Sint-Pieters","3","https://www.delijn.be/nl/lijnen/2605/?richtingCode=1","00A6E2","000000"
"2611_2--AVA-25P_0","1","611","Snelbus/Direct Oudenaarde - Nukerke - Ronse/Renaix","Snelbus/Direct Oudenaarde - Nukerke - Ronse/Renaix","3","https://www.delijn.be/nl/lijnen/2611/?richtingCode=0","FFFFFF","B59E6A"
"2611_2--AVA-25P_1","1","611","Snelbus/Direct Ronse/Renaix - Nukerke - Oudenaarde","Snelbus/Direct Ronse/Renaix - Nukerke - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2611/?richtingCode=1","FFFFFF","B59E6A"
"2611_2--AVA-26A_0","1","611","Snelbus/Direct Oudenaarde - Nukerke - Ronse/Renaix","Snelbus/Direct Oudenaarde - Nukerke - Ronse/Renaix","3","https://www.delijn.be/nl/lijnen/2611/?richtingCode=0","FFFFFF","B59E6A"
"2611_2--AVA-26A_1","1","611","Snelbus/Direct Ronse/Renaix - Nukerke - Oudenaarde","Snelbus/Direct Ronse/Renaix - Nukerke - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2611/?richtingCode=1","FFFFFF","B59E6A"
"2612_2--AVA-25P_0","1","612","Oudenaarde - Etikhove - Nukerke - Ronse/Renaix","Oudenaarde - Etikhove - Nukerke - Ronse/Renaix","3","https://www.delijn.be/nl/lijnen/2612/?richtingCode=0","FFFFFF","B59E6A"
"2612_2--AVA-25P_1","1","612","Ronse/Renaix - Nukerke - Etikhove - Oudenaarde","Ronse/Renaix - Nukerke - Etikhove - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2612/?richtingCode=1","FFFFFF","B59E6A"
"2612_2--AVA-26A_0","1","612","Oudenaarde - Etikhove - Nukerke - Ronse/Renaix","Oudenaarde - Etikhove - Nukerke - Ronse/Renaix","3","https://www.delijn.be/nl/lijnen/2612/?richtingCode=0","FFFFFF","B59E6A"
"2612_2--AVA-26A_1","1","612","Ronse/Renaix - Nukerke - Etikhove - Oudenaarde","Ronse/Renaix - Nukerke - Etikhove - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2612/?richtingCode=1","FFFFFF","B59E6A"
"2613_2--AVA-25P_0","1","613","Oudenaarde - Etikhove - Louise-Marie - Ronse/Renaix","Oudenaarde - Etikhove - Louise-Marie - Ronse/Renaix","3","https://www.delijn.be/nl/lijnen/2613/?richtingCode=0","FFFFFF","B59E6A"
"2613_2--AVA-25P_1","1","613","Ronse/Renaix - Louise-Marie - Etikhove - Oudenaarde","Ronse/Renaix - Louise-Marie - Etikhove - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2613/?richtingCode=1","FFFFFF","B59E6A"
"2613_2--AVA-26A_0","1","613","Oudenaarde - Etikhove - Louise-Marie - Ronse/Renaix","Oudenaarde - Etikhove - Louise-Marie - Ronse/Renaix","3","https://www.delijn.be/nl/lijnen/2613/?richtingCode=0","FFFFFF","B59E6A"
"2613_2--AVA-26A_1","1","613","Ronse/Renaix - Louise-Marie - Etikhove - Oudenaarde","Ronse/Renaix - Louise-Marie - Etikhove - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2613/?richtingCode=1","FFFFFF","B59E6A"
"2616_2--AVA-25P_0","1","61","Oudenaarde - Etikhove - Maarke - Schorisse - Ronse/Renaix","Oudenaarde - Etikhove - Maarke - Schorisse - Ronse/Renaix","3","https://www.delijn.be/nl/lijnen/2616/?richtingCode=0","C8D300","000000"
"2616_2--AVA-25P_1","1","61","Ronse/Renaix - Schorisse - Maarke - Etikhove - Oudenaarde","Ronse/Renaix - Schorisse - Maarke - Etikhove - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2616/?richtingCode=1","C8D300","000000"
"2616_2--AVA-26A_0","1","61","Oudenaarde - Etikhove - Maarke - Schorisse - Ronse/Renaix","Oudenaarde - Etikhove - Maarke - Schorisse - Ronse/Renaix","3","https://www.delijn.be/nl/lijnen/2616/?richtingCode=0","C8D300","000000"
"2616_2--AVA-26A_1","1","61","Ronse/Renaix - Schorisse - Maarke - Etikhove - Oudenaarde","Ronse/Renaix - Schorisse - Maarke - Etikhove - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2616/?richtingCode=1","C8D300","000000"
"2621_2--GEN-25O_0","1","621","Eeklo - Sint-Laureins - Sint-Margriete","Eeklo - Sint-Laureins - Sint-Margriete","3","https://www.delijn.be/nl/lijnen/2621/?richtingCode=0","FFFFFF","B59E6A"
"2621_2--GEN-25O_1","1","621","Sint-Margriete - Sint-Laureins - Eeklo Station","Sint-Margriete - Sint-Laureins - Eeklo Station","3","https://www.delijn.be/nl/lijnen/2621/?richtingCode=1","FFFFFF","B59E6A"
"2621_2--GEN-26A_0","1","621","Eeklo - Sint-Laureins - Sint-Margriete","Eeklo - Sint-Laureins - Sint-Margriete","3","https://www.delijn.be/nl/lijnen/2621/?richtingCode=0","FFFFFF","B59E6A"
"2621_2--GEN-26A_1","1","621","Sint-Margriete - Sint-Laureins - Eeklo Station","Sint-Margriete - Sint-Laureins - Eeklo Station","3","https://www.delijn.be/nl/lijnen/2621/?richtingCode=1","FFFFFF","B59E6A"
"2622_2--252125Y_0","1","F21","Sint-Niklaas - Meerdonk","Sint-Niklaas - Meerdonk","3","https://www.delijn.be/nl/lijnen/2622/?richtingCode=0","15882E","FFFFFF"
"2622_2--252125Y_1","1","F21","Meerdonk - Sint-Niklaas","Meerdonk - Sint-Niklaas","3","https://www.delijn.be/nl/lijnen/2622/?richtingCode=1","15882E","FFFFFF"
"2631_2--GEN-25O_0","1","631","Eeklo - Watervliet - Sint-Jan-In-Eremo","Eeklo - Watervliet - Sint-Jan-In-Eremo","3","https://www.delijn.be/nl/lijnen/2631/?richtingCode=0","FFFFFF","B59E6A"
"2631_2--GEN-25O_1","1","631","Sint-Jan-In-Eremo - Watervliet - Eeklo","Sint-Jan-In-Eremo - Watervliet - Eeklo","3","https://www.delijn.be/nl/lijnen/2631/?richtingCode=1","FFFFFF","B59E6A"
"2631_2--GEN-26A_0","1","631","Eeklo - Watervliet - Sint-Jan-In-Eremo","Eeklo - Watervliet - Sint-Jan-In-Eremo","3","https://www.delijn.be/nl/lijnen/2631/?richtingCode=0","FFFFFF","B59E6A"
"2631_2--GEN-26A_1","1","631","Sint-Jan-In-Eremo - Watervliet - Eeklo","Sint-Jan-In-Eremo - Watervliet - Eeklo","3","https://www.delijn.be/nl/lijnen/2631/?richtingCode=1","FFFFFF","B59E6A"
"2632_2--GEN-25O_0","1","632","Eeklo Station - Bassevelde Landsdijk","Eeklo Station - Bassevelde Landsdijk","3","https://www.delijn.be/nl/lijnen/2632/?richtingCode=0","FFFFFF","B59E6A"
"2632_2--GEN-25O_1","1","632","Bassevelde Landsdijk - Eeklo","Bassevelde Landsdijk - Eeklo","3","https://www.delijn.be/nl/lijnen/2632/?richtingCode=1","FFFFFF","B59E6A"
"2632_2--GEN-26A_0","1","632","Eeklo Station - Bassevelde Landsdijk","Eeklo Station - Bassevelde Landsdijk","3","https://www.delijn.be/nl/lijnen/2632/?richtingCode=0","FFFFFF","B59E6A"
"2632_2--GEN-26A_1","1","632","Bassevelde Landsdijk - Eeklo","Bassevelde Landsdijk - Eeklo","3","https://www.delijn.be/nl/lijnen/2632/?richtingCode=1","FFFFFF","B59E6A"
"2641_2--GEN-25O_0","1","641","Eeklo - Knesselare - Aalter","Eeklo - Knesselare - Aalter","3","https://www.delijn.be/nl/lijnen/2641/?richtingCode=0","FFFFFF","B59E6A"
"2641_2--GEN-25O_1","1","641","Aalter - Knesselare - Eeklo","Aalter - Knesselare - Eeklo","3","https://www.delijn.be/nl/lijnen/2641/?richtingCode=1","FFFFFF","B59E6A"
"2641_2--GEN-26A_0","1","641","Eeklo - Knesselare - Aalter","Eeklo - Knesselare - Aalter","3","https://www.delijn.be/nl/lijnen/2641/?richtingCode=0","FFFFFF","B59E6A"
"2641_2--GEN-26A_1","1","641","Aalter - Knesselare - Eeklo","Aalter - Knesselare - Eeklo","3","https://www.delijn.be/nl/lijnen/2641/?richtingCode=1","FFFFFF","B59E6A"
"2642_2--GEN-25O_0","1","642","Eeklo - Ursel - Aalter","Eeklo - Ursel - Aalter","3","https://www.delijn.be/nl/lijnen/2642/?richtingCode=0","FFFFFF","B59E6A"
"2642_2--GEN-25O_1","1","642","Aalter - Ursel - Eeklo","Aalter - Ursel - Eeklo","3","https://www.delijn.be/nl/lijnen/2642/?richtingCode=1","FFFFFF","B59E6A"
"2642_2--GEN-26A_0","1","642","Eeklo - Ursel - Aalter","Eeklo - Ursel - Aalter","3","https://www.delijn.be/nl/lijnen/2642/?richtingCode=0","FFFFFF","B59E6A"
"2642_2--GEN-26A_1","1","642","Aalter - Ursel - Eeklo","Aalter - Ursel - Eeklo","3","https://www.delijn.be/nl/lijnen/2642/?richtingCode=1","FFFFFF","B59E6A"
"2656_2--AVA-25P_0","1","65","Oudenaarde - Melden - Berchem - Ruien - Avelgem","Oudenaarde - Melden - Berchem - Ruien - Avelgem","3","https://www.delijn.be/nl/lijnen/2656/?richtingCode=0","822A3A","FFFFFF"
"2656_2--AVA-25P_1","1","65","Avelgem - Ruien - Berchem - Melden - Oudenaarde","Avelgem - Ruien - Berchem - Melden - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2656/?richtingCode=1","822A3A","FFFFFF"
"2656_2--AVA-26A_0","1","65","Oudenaarde - Melden - Berchem - Ruien - Avelgem","Oudenaarde - Melden - Berchem - Ruien - Avelgem","3","https://www.delijn.be/nl/lijnen/2656/?richtingCode=0","822A3A","FFFFFF"
"2656_2--AVA-26A_1","1","65","Avelgem - Ruien - Berchem - Melden - Oudenaarde","Avelgem - Ruien - Berchem - Melden - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2656/?richtingCode=1","822A3A","FFFFFF"
"2657_2--AVA-25P_0","1","657","Oudenaarde - Melden - Berchem - Kerkhove - Avelgem","Oudenaarde - Melden - Berchem - Kerkhove - Avelgem","3","https://www.delijn.be/nl/lijnen/2657/?richtingCode=0","FFFFFF","B59E6A"
"2657_2--AVA-25P_1","1","657","Avelgem - Kerkhove - Berchem - Melden - Oudenaarde","Avelgem - Kerkhove - Berchem - Melden - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2657/?richtingCode=1","FFFFFF","B59E6A"
"2657_2--AVA-26A_0","1","657","Oudenaarde - Melden - Berchem - Kerkhove - Avelgem","Oudenaarde - Melden - Berchem - Kerkhove - Avelgem","3","https://www.delijn.be/nl/lijnen/2657/?richtingCode=0","FFFFFF","B59E6A"
"2657_2--AVA-26A_1","1","657","Avelgem - Kerkhove - Berchem - Melden - Oudenaarde","Avelgem - Kerkhove - Berchem - Melden - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2657/?richtingCode=1","FFFFFF","B59E6A"
"2658_2--AVA-25P_0","1","658","Oudenaarde - Melden - Berchem - Zulzeke - Ronse/Renaix","Oudenaarde - Melden - Berchem - Zulzeke - Ronse/Renaix","3","https://www.delijn.be/nl/lijnen/2658/?richtingCode=0","FFFFFF","B59E6A"
"2658_2--AVA-25P_1","1","658","Ronse/Renaix - Zulzeke - Berchem - Melden - Oudenaarde","Ronse/Renaix - Zulzeke - Berchem - Melden - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2658/?richtingCode=1","FFFFFF","B59E6A"
"2658_2--AVA-26A_0","1","658","Oudenaarde - Melden - Berchem - Zulzeke - Ronse/Renaix","Oudenaarde - Melden - Berchem - Zulzeke - Ronse/Renaix","3","https://www.delijn.be/nl/lijnen/2658/?richtingCode=0","FFFFFF","B59E6A"
"2658_2--AVA-26A_1","1","658","Ronse/Renaix - Zulzeke - Berchem - Melden - Oudenaarde","Ronse/Renaix - Zulzeke - Berchem - Melden - Oudenaarde","3","https://www.delijn.be/nl/lijnen/2658/?richtingCode=1","FFFFFF","B59E6A"
"2661_2--GEN-25O_0","1","661","Eeklo Station - Zomergem Zwaluwstraat","Eeklo Station - Zomergem Zwaluwstraat","3","https://www.delijn.be/nl/lijnen/2661/?richtingCode=0","FFFFFF","B59E6A"
"2661_2--GEN-25O_1","1","661","Zomergem Zwaluwstraat - Eeklo Station","Zomergem Zwaluwstraat - Eeklo Station","3","https://www.delijn.be/nl/lijnen/2661/?richtingCode=1","FFFFFF","B59E6A"
"2661_2--GEN-26A_0","1","661","Eeklo Station - Zomergem Zwaluwstraat","Eeklo Station - Zomergem Zwaluwstraat","3","https://www.delijn.be/nl/lijnen/2661/?richtingCode=0","FFFFFF","B59E6A"
"2661_2--GEN-26A_1","1","661","Zomergem Zwaluwtraat - Eeklo Station","Zomergem Zwaluwtraat - Eeklo Station","3","https://www.delijn.be/nl/lijnen/2661/?richtingCode=1","FFFFFF","B59E6A"
"2681_2--GEN-25O_0","1","681","Gent Rabot - Vinderhoute - Belzele - Evergem","Gent Rabot - Vinderhoute - Belzele - Evergem","3","https://www.delijn.be/nl/lijnen/2681/?richtingCode=0","FFFFFF","B59E6A"
"2681_2--GEN-25O_1","1","681","Evergem - Belzele - Vinderhoute - Gent Rabot","Evergem - Belzele - Vinderhoute - Gent Rabot","3","https://www.delijn.be/nl/lijnen/2681/?richtingCode=1","FFFFFF","B59E6A"
"2681_2--GEN-26A_0","1","681","Gent Rabot - Vinderhoute - Belzele - Evergem","Gent Rabot - Vinderhoute - Belzele - Evergem","3","https://www.delijn.be/nl/lijnen/2681/?richtingCode=0","FFFFFF","B59E6A"
"2681_2--GEN-26A_1","1","681","Evergem - Belzele - Vinderhoute - Gent Rabot","Evergem - Belzele - Vinderhoute - Gent Rabot","3","https://www.delijn.be/nl/lijnen/2681/?richtingCode=1","FFFFFF","B59E6A"
"2682_2--AVA-25P_0","1","682","Ronse/Renaix-De Klijpe-Kwaremont-Berchem-Kerkhove-Avelgem","Ronse/Renaix-De Klijpe-Kwaremont-Berchem-Kerkhove-Avelgem","3","https://www.delijn.be/nl/lijnen/2682/?richtingCode=0","FFFFFF","B59E6A"
"2682_2--AVA-25P_1","1","682","Avelgem-Kerkhove-Berchem-Kwaremont-De Klijpe-Ronse/Renaix","Avelgem-Kerkhove-Berchem-Kwaremont-De Klijpe-Ronse/Renaix","3","https://www.delijn.be/nl/lijnen/2682/?richtingCode=1","FFFFFF","B59E6A"
"2682_2--AVA-26A_0","1","682","Ronse/Renaix-De Klijpe-Kwaremont-Berchem-Ruien-Avelgem","Ronse/Renaix-De Klijpe-Kwaremont-Berchem-Ruien-Avelgem","3","https://www.delijn.be/nl/lijnen/2682/?richtingCode=0","FFFFFF","B59E6A"
"2682_2--AVA-26A_1","1","682","Avelgem-Ruien-Berchem-Kwaremont-De Klijpe-Ronse/Renaix","Avelgem-Ruien-Berchem-Kwaremont-De Klijpe-Ronse/Renaix","3","https://www.delijn.be/nl/lijnen/2682/?richtingCode=1","FFFFFF","B59E6A"
"2683_2--AVA-26A_0","1","683","Ronse/Renaix-De Klijpe-Kwaremont-Berchem-Kerkhove-Avelgem","Ronse/Renaix-De Klijpe-Kwaremont-Berchem-Kerkhove-Avelgem","3","https://www.delijn.be/nl/lijnen/2683/?richtingCode=0","FFFFFF","B59E6A"
"2683_2--AVA-26A_1","1","683","Avelgem-Kerkhove-Berchem-Kwaremont-De Klijpe-Ronse/Renaix","Avelgem-Kerkhove-Berchem-Kwaremont-De Klijpe-Ronse/Renaix","3","https://www.delijn.be/nl/lijnen/2683/?richtingCode=1","FFFFFF","B59E6A"
"2705_2--GBUS25F_0","1","70","Zwijnaarde Technologiepark - Gent - Oostakker","Zwijnaarde Technologiepark - Gent - Oostakker","3","https://www.delijn.be/nl/lijnen/2705/?richtingCode=0","FFCC00","000000"
"2705_2--GBUS25F_1","1","70","Oostakker - Gent - Zwijnaarde Technologiepark","Oostakker - Gent - Zwijnaarde Technologiepark","3","https://www.delijn.be/nl/lijnen/2705/?richtingCode=1","FFCC00","000000"
"2705_2--GBUS26A_0","1","70","Zwijnaarde Technologiepark - Gent - Oostakker","Zwijnaarde Technologiepark - Gent - Oostakker","3","https://www.delijn.be/nl/lijnen/2705/?richtingCode=0","FFCC00","000000"
"2705_2--GBUS26A_1","1","70","Oostakker - Gent - Zwijnaarde Technologiepark","Oostakker - Gent - Zwijnaarde Technologiepark","3","https://www.delijn.be/nl/lijnen/2705/?richtingCode=1","FFCC00","000000"
"2706_2--AVA-25P_0","1","70","Ninove - Onkerzele - Geraardsbergen - Lessines","Ninove - Onkerzele - Geraardsbergen - Lessines","3","https://www.delijn.be/nl/lijnen/2706/?richtingCode=0","83D0F5","000000"
"2706_2--AVA-25P_1","1","70","Lessines - Geraardsbergen - Onkerzele - Ninove","Lessines - Geraardsbergen - Onkerzele - Ninove","3","https://www.delijn.be/nl/lijnen/2706/?richtingCode=1","83D0F5","000000"
"2706_2--AVA-26A_0","1","70","Ninove - Onkerzele - Geraardsbergen - Lessines","Ninove - Onkerzele - Geraardsbergen - Lessines","3","https://www.delijn.be/nl/lijnen/2706/?richtingCode=0","83D0F5","000000"
