"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color"
"1001_3ANTRAM-27_0","1","1","Zuid - P+R Luchtbal","Zuid - P+R Luchtbal","0","https://www.delijn.be/nl/lijnen/1001/?richtingCode=0","8C2B87","FFFFFF"
"1001_3ANTRAM-27_1","1","1","P+R Luchtbal - Zuid","P+R Luchtbal - Zuid","0","https://www.delijn.be/nl/lijnen/1001/?richtingCode=1","8C2B87","FFFFFF"
"1001_3ANTRAM-28_0","1","1","Zuid - P+R Luchtbal","Zuid - P+R Luchtbal","0","https://www.delijn.be/nl/lijnen/1001/?richtingCode=0","8C2B87","FFFFFF"
"1001_3ANTRAM-28_1","1","1","P+R Luchtbal - Zuid","P+R Luchtbal - Zuid","0","https://www.delijn.be/nl/lijnen/1001/?richtingCode=1","8C2B87","FFFFFF"
"1002_3ANTRAM-27_0","1","2","P+R Merksem - Zwaantjes","P+R Merksem - Zwaantjes","0","https://www.delijn.be/nl/lijnen/1002/?richtingCode=0","15882E","FFFFFF"
"1002_3ANTRAM-27_1","1","2","Zwaantjes - P+R Merksem","Zwaantjes - P+R Merksem","0","https://www.delijn.be/nl/lijnen/1002/?richtingCode=1","15882E","FFFFFF"
"1002_3ANTRAM-28_0","1","2","P+R Merksem - Zwaantjes","P+R Merksem - Zwaantjes","0","https://www.delijn.be/nl/lijnen/1002/?richtingCode=0","15882E","FFFFFF"
"1002_3ANTRAM-28_1","1","2","Zwaantjes - P+R Merksem","Zwaantjes - P+R Merksem","0","https://www.delijn.be/nl/lijnen/1002/?richtingCode=1","15882E","FFFFFF"
"1003_3ANTRAM-27_0","1","3","P+R Melsele - P+R Merksem","P+R Melsele - P+R Merksem","0","https://www.delijn.be/nl/lijnen/1003/?richtingCode=0","FFCC00","000000"
"1003_3ANTRAM-27_1","1","3","P+R Merksem - P+R Melsele","P+R Merksem - P+R Melsele","0","https://www.delijn.be/nl/lijnen/1003/?richtingCode=1","FFCC00","000000"
"1003_3ANTRAM-28_0","1","3","P+R Melsele - P+R Merksem","P+R Melsele - P+R Merksem","0","https://www.delijn.be/nl/lijnen/1003/?richtingCode=0","FFCC00","000000"
"1003_3ANTRAM-28_1","1","3","P+R Merksem - P+R Melsele","P+R Merksem - P+R Melsele","0","https://www.delijn.be/nl/lijnen/1003/?richtingCode=1","FFCC00","000000"
"1004_3ANTRAM-27_0","1","4","Berchem station - Hoboken","Berchem station - Hoboken","0","https://www.delijn.be/nl/lijnen/1004/?richtingCode=0","00A6E2","000000"
"1004_3ANTRAM-27_1","1","4","Hoboken - Berchem station","Hoboken - Berchem station","0","https://www.delijn.be/nl/lijnen/1004/?richtingCode=1","00A6E2","000000"
"1004_3ANTRAM-28_0","1","4","Berchem station - Hoboken","Berchem station - Hoboken","0","https://www.delijn.be/nl/lijnen/1004/?richtingCode=0","00A6E2","000000"
"1004_3ANTRAM-28_1","1","4","Hoboken - Berchem station","Hoboken - Berchem station","0","https://www.delijn.be/nl/lijnen/1004/?richtingCode=1","00A6E2","000000"
"1005_3ANTRAM-27_0","1","5","P+R Linkeroever - Wijnegem","P+R Linkeroever - Wijnegem","0","https://www.delijn.be/nl/lijnen/1005/?richtingCode=0","822A3A","FFFFFF"
"1005_3ANTRAM-27_1","1","5","Wijnegem - P+R Linkeroever","Wijnegem - P+R Linkeroever","0","https://www.delijn.be/nl/lijnen/1005/?richtingCode=1","822A3A","FFFFFF"
"1005_3ANTRAM-28_0","1","5","P+R Linkeroever - Wijnegem","P+R Linkeroever - Wijnegem","0","https://www.delijn.be/nl/lijnen/1005/?richtingCode=0","822A3A","FFFFFF"
"1005_3ANTRAM-28_1","1","5","Wijnegem - P+R Linkeroever","Wijnegem - P+R Linkeroever","0","https://www.delijn.be/nl/lijnen/1005/?richtingCode=1","822A3A","FFFFFF"
"1006_3ANTRAM-27_0","1","6","P+R Luchtbal - P+R Olympiade","P+R Luchtbal - P+R Olympiade","0","https://www.delijn.be/nl/lijnen/1006/?richtingCode=0","E6007E","FFFFFF"
"1006_3ANTRAM-27_1","1","6","P+R Olympiade - P+R Luchtbal","P+R Olympiade - P+R Luchtbal","0","https://www.delijn.be/nl/lijnen/1006/?richtingCode=1","E6007E","FFFFFF"
"1006_3ANTRAM-28_0","1","6","P+R Luchtbal - P+R Olympiade","P+R Luchtbal - P+R Olympiade","0","https://www.delijn.be/nl/lijnen/1006/?richtingCode=0","E6007E","FFFFFF"
"1006_3ANTRAM-28_1","1","6","P+R Olympiade - P+R Luchtbal","P+R Olympiade - P+R Luchtbal","0","https://www.delijn.be/nl/lijnen/1006/?richtingCode=1","E6007E","FFFFFF"
"1007_3ANTRAM-27_0","1","7","Eilandje - Mortsel","Eilandje - Mortsel","0","https://www.delijn.be/nl/lijnen/1007/?richtingCode=0","0056A4","FFFFFF"
"1007_3ANTRAM-27_1","1","7","Mortsel - Eilandje","Mortsel - Eilandje","0","https://www.delijn.be/nl/lijnen/1007/?richtingCode=1","0056A4","FFFFFF"
"1007_3ANTRAM-28_0","1","7","Eilandje - Mortsel","Eilandje - Mortsel","0","https://www.delijn.be/nl/lijnen/1007/?richtingCode=0","0056A4","FFFFFF"
"1007_3ANTRAM-28_1","1","7","Mortsel - Eilandje","Mortsel - Eilandje","0","https://www.delijn.be/nl/lijnen/1007/?richtingCode=1","0056A4","FFFFFF"
"1008_3ANTRAM-27_0","1","8","Astrid - P+R Wommelgem","Astrid - P+R Wommelgem","0","https://www.delijn.be/nl/lijnen/1008/?richtingCode=0","FC95C5","000000"
"1008_3ANTRAM-27_1","1","8","P+R Wommelgem - Astrid","P+R Wommelgem - Astrid","0","https://www.delijn.be/nl/lijnen/1008/?richtingCode=1","FC95C5","000000"
"1008_3ANTRAM-28_0","1","8","Astrid - P+R Wommelgem","Astrid - P+R Wommelgem","0","https://www.delijn.be/nl/lijnen/1008/?richtingCode=0","FC95C5","000000"
"1008_3ANTRAM-28_1","1","8","P+R Wommelgem - Astrid","P+R Wommelgem - Astrid","0","https://www.delijn.be/nl/lijnen/1008/?richtingCode=1","FC95C5","000000"
"1009_3ANTRAM-27_0","1","9","Regatta - Berchem Station","Regatta - Berchem Station","0","https://www.delijn.be/nl/lijnen/1009/?richtingCode=0","EF7D00","000000"
"1009_3ANTRAM-27_1","1","9","Berchem Station - Regatta","Berchem Station - Regatta","0","https://www.delijn.be/nl/lijnen/1009/?richtingCode=1","EF7D00","000000"
"1009_3ANTRAM-28_0","1","9","Regatta - Berchem Station","Regatta - Berchem Station","0","https://www.delijn.be/nl/lijnen/1009/?richtingCode=0","EF7D00","000000"
"1009_3ANTRAM-28_1","1","9","Berchem Station - Regatta","Berchem Station - Regatta","0","https://www.delijn.be/nl/lijnen/1009/?richtingCode=1","EF7D00","000000"
"1010_3ANTRAM-27_0","1","10","P+R Schoonselhof - Wijnegem","P+R Schoonselhof - Wijnegem","0","https://www.delijn.be/nl/lijnen/1010/?richtingCode=0","C8D300","000000"
"1010_3ANTRAM-27_1","1","10","Wijnegem - P+R Schoonselhof","Wijnegem - P+R Schoonselhof","0","https://www.delijn.be/nl/lijnen/1010/?richtingCode=1","C8D300","000000"
"1010_3ANTRAM-28_0","1","10","P+R Schoonselhof - Wijnegem","P+R Schoonselhof - Wijnegem","0","https://www.delijn.be/nl/lijnen/1010/?richtingCode=0","C8D300","000000"
"1010_3ANTRAM-28_1","1","10","Wijnegem - P+R Schoonselhof","Wijnegem - P+R Schoonselhof","0","https://www.delijn.be/nl/lijnen/1010/?richtingCode=1","C8D300","000000"
"1012_3ANTRAM-27_0","1","12","Centraal station - Schijnpoort","Centraal station - Schijnpoort","0","https://www.delijn.be/nl/lijnen/1012/?richtingCode=0","E40521","FFFFFF"
"1012_3ANTRAM-27_1","1","12","Schijnpoort - Centraal station","Schijnpoort - Centraal station","0","https://www.delijn.be/nl/lijnen/1012/?richtingCode=1","E40521","FFFFFF"
"1012_3ANTRAM-28_0","1","12","Centraal station - Schijnpoort","Centraal station - Schijnpoort","0","https://www.delijn.be/nl/lijnen/1012/?richtingCode=0","E40521","FFFFFF"
"1012_3ANTRAM-28_1","1","12","Schijnpoort - Centraal station","Schijnpoort - Centraal station","0","https://www.delijn.be/nl/lijnen/1012/?richtingCode=1","E40521","FFFFFF"
"1013_3AN1013-18_0","1","13","Opera - Hoboken - Polderstad","Opera - Hoboken - Polderstad","3","https://www.delijn.be/nl/lijnen/1013/?richtingCode=0","005460","FFFFFF"
"1013_3AN1013-18_1","1","13","Polderstad - Hoboken - Opera","Polderstad - Hoboken - Opera","3","https://www.delijn.be/nl/lijnen/1013/?richtingCode=1","005460","FFFFFF"
"1013_3AN1013-19_0","1","13","Opera - Hoboken - Polderstad","Opera - Hoboken - Polderstad","3","https://www.delijn.be/nl/lijnen/1013/?richtingCode=0","005460","FFFFFF"
"1013_3AN1013-19_1","1","13","Polderstad - Hoboken - Opera","Polderstad - Hoboken - Opera","3","https://www.delijn.be/nl/lijnen/1013/?richtingCode=1","005460","FFFFFF"
"1014_3AN1013-18_0","1","14","Opera - Hoboken - Hemiksem","Opera - Hoboken - Hemiksem","3","https://www.delijn.be/nl/lijnen/1014/?richtingCode=0","E40521","FFFFFF"
"1014_3AN1013-18_1","1","14","Hemiksem - Hoboken - Opera","Hemiksem - Hoboken - Opera","3","https://www.delijn.be/nl/lijnen/1014/?richtingCode=1","E40521","FFFFFF"
"1014_3AN1013-19_0","1","14","Opera - Hoboken - Hemiksem","Opera - Hoboken - Hemiksem","3","https://www.delijn.be/nl/lijnen/1014/?richtingCode=0","E40521","FFFFFF"
"1014_3AN1013-19_1","1","14","Hemiksem - Hoboken - Opera","Hemiksem - Hoboken - Opera","3","https://www.delijn.be/nl/lijnen/1014/?richtingCode=1","E40521","FFFFFF"
"1015_3ANTRAM-27_0","1","15","P+R Linkeroever - P+R Boechout","P+R Linkeroever - P+R Boechout","0","https://www.delijn.be/nl/lijnen/1015/?richtingCode=0","FFFFFF","4A5321"
"1015_3ANTRAM-27_1","1","15","P+R Boechout - P+R Linkeroever","P+R Boechout - P+R Linkeroever","0","https://www.delijn.be/nl/lijnen/1015/?richtingCode=1","FFFFFF","4A5321"
"1015_3ANTRAM-28_0","1","15","P+R Linkeroever - P+R Boechout","P+R Linkeroever - P+R Boechout","0","https://www.delijn.be/nl/lijnen/1015/?richtingCode=0","FFFFFF","4A5321"
"1015_3ANTRAM-28_1","1","15","P+R Boechout - P+R Linkeroever","P+R Boechout - P+R Linkeroever","0","https://www.delijn.be/nl/lijnen/1015/?richtingCode=1","FFFFFF","4A5321"
"1017_3AN1017-18_0","1","17","Brouwersvliet - Centraal Station - UZA","Brouwersvliet - Centraal Station - UZA","3","https://www.delijn.be/nl/lijnen/1017/?richtingCode=0","EF7D00","000000"
"1017_3AN1017-18_1","1","17","UZA - Centraal Station - Brouwersvliet","UZA - Centraal Station - Brouwersvliet","3","https://www.delijn.be/nl/lijnen/1017/?richtingCode=1","EF7D00","000000"
"1017_3AN1017-19_0","1","17","Brouwersvliet - Centraal Station - UZA","Brouwersvliet - Centraal Station - UZA","3","https://www.delijn.be/nl/lijnen/1017/?richtingCode=0","EF7D00","000000"
"1017_3AN1017-19_1","1","17","UZA - Centraal Station - Brouwersvliet","UZA - Centraal Station - Brouwersvliet","3","https://www.delijn.be/nl/lijnen/1017/?richtingCode=1","EF7D00","000000"
"1019_3AN1019-14_0","1","19","Sport - Deurne Zuid","Sport - Deurne Zuid","3","https://www.delijn.be/nl/lijnen/1019/?richtingCode=0","15882E","FFFFFF"
"1019_3AN1019-14_1","1","19","Deurne Zuid - Sport","Deurne Zuid - Sport","3","https://www.delijn.be/nl/lijnen/1019/?richtingCode=1","15882E","FFFFFF"
"1019_3AN1019-15_0","1","19","Sport - Deurne Zuid","Sport - Deurne Zuid","3","https://www.delijn.be/nl/lijnen/1019/?richtingCode=0","15882E","FFFFFF"
"1019_3AN1019-15_1","1","19","Deurne Zuid - Sport","Deurne Zuid - Sport","3","https://www.delijn.be/nl/lijnen/1019/?richtingCode=1","15882E","FFFFFF"
"1020_3AN1020-17_0","1","20","Rooseveltplaats - Berchem - Borsbeek","Rooseveltplaats - Berchem - Borsbeek","3","https://www.delijn.be/nl/lijnen/1020/?richtingCode=0","70A3BD","000000"
"1020_3AN1020-17_1","1","20","Borsbeek - Berchem - Rooseveltplaats","Borsbeek - Berchem - Rooseveltplaats","3","https://www.delijn.be/nl/lijnen/1020/?richtingCode=1","70A3BD","000000"
"1020_3AN1020-18_0","1","20","Rooseveltplaats - Berchem - Borsbeek","Rooseveltplaats - Berchem - Borsbeek","3","https://www.delijn.be/nl/lijnen/1020/?richtingCode=0","70A3BD","000000"
"1020_3AN1020-18_1","1","20","Borsbeek - Berchem - Rooseveltplaats","Borsbeek - Berchem - Rooseveltplaats","3","https://www.delijn.be/nl/lijnen/1020/?richtingCode=1","70A3BD","000000"
"1021_3AN1021-18_0","1","21","Rooseveltplaats - Middelheim - Neerland","Rooseveltplaats - Middelheim - Neerland","3","https://www.delijn.be/nl/lijnen/1021/?richtingCode=0","4A5321","FFFFFF"
"1021_3AN1021-18_1","1","21","Neerland - Middelheim - Rooseveltplaats","Neerland - Middelheim - Rooseveltplaats","3","https://www.delijn.be/nl/lijnen/1021/?richtingCode=1","4A5321","FFFFFF"
"1021_3AN1021-19_0","1","21","Rooseveltplaats - Middelheim - Neerland","Rooseveltplaats - Middelheim - Neerland","3","https://www.delijn.be/nl/lijnen/1021/?richtingCode=0","4A5321","FFFFFF"
"1021_3AN1021-19_1","1","21","Neerland - Middelheim - Rooseveltplaats","Neerland - Middelheim - Rooseveltplaats","3","https://www.delijn.be/nl/lijnen/1021/?richtingCode=1","4A5321","FFFFFF"
"1022_3AN1022-16_0","1","22","Groenplaats - Valaar - UZA","Groenplaats - Valaar - UZA","3","https://www.delijn.be/nl/lijnen/1022/?richtingCode=0","E40521","FFFFFF"
"1022_3AN1022-16_1","1","22","UZA - Valaar - Groenplaats","UZA - Valaar - Groenplaats","3","https://www.delijn.be/nl/lijnen/1022/?richtingCode=1","E40521","FFFFFF"
"1022_3AN1022-17_0","1","22","Groenplaats - Valaar - UZA","Groenplaats - Valaar - UZA","3","https://www.delijn.be/nl/lijnen/1022/?richtingCode=0","E40521","FFFFFF"
"1022_3AN1022-17_1","1","22","UZA - Valaar - Groenplaats","UZA - Valaar - Groenplaats","3","https://www.delijn.be/nl/lijnen/1022/?richtingCode=1","E40521","FFFFFF"
"1023_3AN1023-16_0","1","23","Centraal Station - Dam - Noorderplaats","Centraal Station - Dam - Noorderplaats","3","https://www.delijn.be/nl/lijnen/1023/?richtingCode=0","C8D300","000000"
"1023_3AN1023-16_1","1","23","Noorderplaats - Dam - Centraal Station","Noorderplaats - Dam - Centraal Station","3","https://www.delijn.be/nl/lijnen/1023/?richtingCode=1","C8D300","000000"
"1023_3AN1023-17_0","1","23","Centraal Station - Dam - Noorderplaats","Centraal Station - Dam - Noorderplaats","3","https://www.delijn.be/nl/lijnen/1023/?richtingCode=0","C8D300","000000"
"1023_3AN1023-17_1","1","23","Noorderplaats - Dam - Centraal Station","Noorderplaats - Dam - Centraal Station","3","https://www.delijn.be/nl/lijnen/1023/?richtingCode=1","C8D300","000000"
"1024_3ANTRAM-27_0","1","24","Havenhuis - Muggenberg","Havenhuis - Muggenberg","0","https://www.delijn.be/nl/lijnen/1024/?richtingCode=0","69C0AC","000000"
"1024_3ANTRAM-27_1","1","24","Muggenberg - Havenhuis","Muggenberg - Havenhuis","0","https://www.delijn.be/nl/lijnen/1024/?richtingCode=1","69C0AC","000000"
"1024_3ANTRAM-28_0","1","24","Havenhuis - Muggenberg","Havenhuis - Muggenberg","0","https://www.delijn.be/nl/lijnen/1024/?richtingCode=0","69C0AC","000000"
"1024_3ANTRAM-28_1","1","24","Muggenberg - Havenhuis","Muggenberg - Havenhuis","0","https://www.delijn.be/nl/lijnen/1024/?richtingCode=1","69C0AC","000000"
"1030_3AN1030-15_0","1","30","Station Zuid - Berchem Station - Stuivenberg","Station Zuid - Berchem Station - Stuivenberg","3","https://www.delijn.be/nl/lijnen/1030/?richtingCode=0","009CB4","000000"
"1030_3AN1030-15_1","1","30","Stuivenberg - Berchem Station - Station Zuid","Stuivenberg - Berchem Station - Station Zuid","3","https://www.delijn.be/nl/lijnen/1030/?richtingCode=1","009CB4","000000"
"1030_3AN1030-17_0","1","30","Station Zuid - Berchem Station - Stuivenberg","Station Zuid - Berchem Station - Stuivenberg","3","https://www.delijn.be/nl/lijnen/1030/?richtingCode=0","009CB4","000000"
"1030_3AN1030-17_1","1","30","Stuivenberg - Berchem Station - Station Zuid","Stuivenberg - Berchem Station - Station Zuid","3","https://www.delijn.be/nl/lijnen/1030/?richtingCode=1","009CB4","000000"
"1031_3AN1031-04_0","1","31","Berchem Station - Luchthaven stelplaats","Berchem Station - Luchthaven stelplaats","3","https://www.delijn.be/nl/lijnen/1031/?richtingCode=0","FC95C5","000000"
"1031_3AN1031-04_1","1","31","Luchthaven stelplaats - Berchem Station","Luchthaven stelplaats - Berchem Station","3","https://www.delijn.be/nl/lijnen/1031/?richtingCode=1","FC95C5","000000"
"1031_3AN1031-05_0","1","31","Berchem Station - Luchthaven stelplaats","Berchem Station - Luchthaven stelplaats","3","https://www.delijn.be/nl/lijnen/1031/?richtingCode=0","FC95C5","000000"
"1031_3AN1031-05_1","1","31","Luchthaven stelplaats - Berchem Station","Luchthaven stelplaats - Berchem Station","3","https://www.delijn.be/nl/lijnen/1031/?richtingCode=1","FC95C5","000000"
"1032_1AN1032-15_0","1","32","Rooseveltplaats  - Berchem Station - Edegem","Rooseveltplaats  - Berchem Station - Edegem","3","https://www.delijn.be/nl/lijnen/1032/?richtingCode=0","FFCC00","000000"
"1032_1AN1032-15_1","1","32","Edegem - Berchem Station - Rooseveltplaats","Edegem - Berchem Station - Rooseveltplaats","3","https://www.delijn.be/nl/lijnen/1032/?richtingCode=1","FFCC00","000000"
"1032_1AN1032-16_0","1","32","Rooseveltplaats  - Berchem Station - Edegem","Rooseveltplaats  - Berchem Station - Edegem","3","https://www.delijn.be/nl/lijnen/1032/?richtingCode=0","FFCC00","000000"
"1032_1AN1032-16_1","1","32","Edegem - Berchem Station - Rooseveltplaats","Edegem - Berchem Station - Rooseveltplaats","3","https://www.delijn.be/nl/lijnen/1032/?richtingCode=1","FFCC00","000000"
"1033_3AN1033-19_0","1","33","P+R Luchtbal - Merksem - Wilrijk - Hoboken","P+R Luchtbal - Merksem - Wilrijk - Hoboken","3","https://www.delijn.be/nl/lijnen/1033/?richtingCode=0","009CB4","000000"
"1033_3AN1033-19_1","1","33","Hoboken - Wilrijk - Merksem - P+R Luchtbal","Hoboken - Wilrijk - Merksem - P+R Luchtbal","3","https://www.delijn.be/nl/lijnen/1033/?richtingCode=1","009CB4","000000"
"1033_3AN1033-20_0","1","33","P+R Luchtbal - Merksem - Wilrijk - Hoboken","P+R Luchtbal - Merksem - Wilrijk - Hoboken","3","https://www.delijn.be/nl/lijnen/1033/?richtingCode=0","009CB4","000000"
"1033_3AN1033-20_1","1","33","Hoboken - Wilrijk - Merksem - P+R Luchtbal","Hoboken - Wilrijk - Merksem - P+R Luchtbal","3","https://www.delijn.be/nl/lijnen/1033/?richtingCode=1","009CB4","000000"
"1040_3AN1040-07_0","1","P2","Hoboken Lelieplaats - Zwaantjes","Hoboken Lelieplaats - Zwaantjes","3","https://www.delijn.be/nl/lijnen/1040/?richtingCode=0","15882E","000000"
"1040_3AN1040-07_1","1","P2","Hoboken Zwaantjes - Lelieplaats","Hoboken Zwaantjes - Lelieplaats","3","https://www.delijn.be/nl/lijnen/1040/?richtingCode=1","15882E","000000"
"1040_3AN1040-08_0","1","P2","Hoboken Lelieplaats - Zwaantjes","Hoboken Lelieplaats - Zwaantjes","3","https://www.delijn.be/nl/lijnen/1040/?richtingCode=0","15882E","000000"
"1040_3AN1040-08_1","1","P2","Hoboken Zwaantjes - Lelieplaats","Hoboken Zwaantjes - Lelieplaats","3","https://www.delijn.be/nl/lijnen/1040/?richtingCode=1","15882E","000000"
"1049_1AN1049-01_0","1","P9","Berchem Station - Eksterlaar - Silsburg","Berchem Station - Eksterlaar - Silsburg","3","https://www.delijn.be/nl/lijnen/1049/?richtingCode=0","EF7D00","000000"
"1049_1AN1049-01_1","1","P9","Silsburg - Eksterlaar - Berchem Station","Silsburg - Eksterlaar - Berchem Station","3","https://www.delijn.be/nl/lijnen/1049/?richtingCode=1","EF7D00","000000"
"1049_1AN1049-02_0","1","P9","Berchem Station - Eksterlaar - Silsburg","Berchem Station - Eksterlaar - Silsburg","3","https://www.delijn.be/nl/lijnen/1049/?richtingCode=0","EF7D00","000000"
"1049_1AN1049-02_1","1","P9","Silsburg - Eksterlaar - Berchem Station","Silsburg - Eksterlaar - Berchem Station","3","https://www.delijn.be/nl/lijnen/1049/?richtingCode=1","EF7D00","000000"
"1051_1AN1090-03_0","1","51","Berchem Station - Hove - Vremde","Berchem Station - Hove - Vremde","3","https://www.delijn.be/nl/lijnen/1051/?richtingCode=0","005460","FFFFFF"
"1051_1AN1090-03_1","1","51","Vremde - Hove - Berchem Station","Vremde - Hove - Berchem Station","3","https://www.delijn.be/nl/lijnen/1051/?richtingCode=1","005460","FFFFFF"
"1051_1AN1090-04_0","1","51","Berchem Station - Hove - Vremde","Berchem Station - Hove - Vremde","3","https://www.delijn.be/nl/lijnen/1051/?richtingCode=0","005460","FFFFFF"
"1051_1AN1090-04_1","1","51","Vremde - Hove - Berchem Station","Vremde - Hove - Berchem Station","3","https://www.delijn.be/nl/lijnen/1051/?richtingCode=1","005460","FFFFFF"
"1052_1AN1090-03_0","1","52","Berchem Station - Hove - Duffel","Berchem Station - Hove - Duffel","3","https://www.delijn.be/nl/lijnen/1052/?richtingCode=0","005460","FFFFFF"
"1052_1AN1090-03_1","1","52","Duffel - Hove - Berchem Station","Duffel - Hove - Berchem Station","3","https://www.delijn.be/nl/lijnen/1052/?richtingCode=1","005460","FFFFFF"
"1052_1AN1090-04_0","1","52","Berchem Station - Hove - Duffel","Berchem Station - Hove - Duffel","3","https://www.delijn.be/nl/lijnen/1052/?richtingCode=0","005460","FFFFFF"
"1052_1AN1090-04_1","1","52","Duffel - Hove - Berchem Station","Duffel - Hove - Berchem Station","3","https://www.delijn.be/nl/lijnen/1052/?richtingCode=1","005460","FFFFFF"
"1053_1AN1090-03_0","1","53","Berchem Station - Hove - Duffel","Berchem Station - Hove - Duffel","3","https://www.delijn.be/nl/lijnen/1053/?richtingCode=0","005460","FFFFFF"
"1053_1AN1090-03_1","1","53","Duffel - Hove - Berchem Station","Duffel - Hove - Berchem Station","3","https://www.delijn.be/nl/lijnen/1053/?richtingCode=1","005460","FFFFFF"
"1053_1AN1090-04_0","1","53","Berchem Station - Hove - Duffel","Berchem Station - Hove - Duffel","3","https://www.delijn.be/nl/lijnen/1053/?richtingCode=0","005460","FFFFFF"
"1053_1AN1090-04_1","1","53","Duffel - Hove - Berchem Station","Duffel - Hove - Berchem Station","3","https://www.delijn.be/nl/lijnen/1053/?richtingCode=1","005460","FFFFFF"
"1061_1ME1061-03_0","1","61","Mechelen - Nekkerspoel - Sint-Katelijne-Waver","Mechelen - Nekkerspoel - Sint-Katelijne-Waver","3","https://www.delijn.be/nl/lijnen/1061/?richtingCode=0","005460","FFFFFF"
"1061_1ME1061-03_1","1","61","Sint-Katelijne-Waver - Nekkerspoel - Mechelen","Sint-Katelijne-Waver - Nekkerspoel - Mechelen","3","https://www.delijn.be/nl/lijnen/1061/?richtingCode=1","005460","FFFFFF"
"1061_1ME1061-04_0","1","61","Mechelen - Nekkerspoel - Sint-Katelijne-Waver","Mechelen - Nekkerspoel - Sint-Katelijne-Waver","3","https://www.delijn.be/nl/lijnen/1061/?richtingCode=0","005460","FFFFFF"
"1061_1ME1061-04_1","1","61","Sint-Katelijne-Waver - Nekkerspoel - Mechelen","Sint-Katelijne-Waver - Nekkerspoel - Mechelen","3","https://www.delijn.be/nl/lijnen/1061/?richtingCode=1","005460","FFFFFF"
"1088_1ME1860-07_0","1","88","Mechelen - Kapelle-op-den-Bos - Londerzeel","Mechelen - Kapelle-op-den-Bos - Londerzeel","3","https://www.delijn.be/nl/lijnen/1088/?richtingCode=0","A85E24","FFFFFF"
"1088_1ME1860-07_1","1","88","Londerzeel - Kapelle-op-den-Bos - Mechelen","Londerzeel - Kapelle-op-den-Bos - Mechelen","3","https://www.delijn.be/nl/lijnen/1088/?richtingCode=1","A85E24","FFFFFF"
"1088_1ME1860-08_0","1","88","Mechelen - Kapelle-op-den-Bos - Londerzeel","Mechelen - Kapelle-op-den-Bos - Londerzeel","3","https://www.delijn.be/nl/lijnen/1088/?richtingCode=0","A85E24","FFFFFF"
"1088_1ME1860-08_1","1","88","Londerzeel - Kapelle-op-den-Bos - Mechelen","Londerzeel - Kapelle-op-den-Bos - Mechelen","3","https://www.delijn.be/nl/lijnen/1088/?richtingCode=1","A85E24","FFFFFF"
"1089_1ME1860-07_0","1","89","Mechelen - Tisselt - Breendonk - Puurs","Mechelen - Tisselt - Breendonk - Puurs","3","https://www.delijn.be/nl/lijnen/1089/?richtingCode=0","F9C5B8","000000"
"1089_1ME1860-07_1","1","89","Puurs - Breendonk - Tisselt - Mechelen","Puurs - Breendonk - Tisselt - Mechelen","3","https://www.delijn.be/nl/lijnen/1089/?richtingCode=1","F9C5B8","000000"
"1089_1ME1860-08_0","1","89","Mechelen - Tisselt - Breendonk - Puurs","Mechelen - Tisselt - Breendonk - Puurs","3","https://www.delijn.be/nl/lijnen/1089/?richtingCode=0","F9C5B8","000000"
"1089_1ME1860-08_1","1","89","Puurs - Breendonk - Tisselt - Mechelen","Puurs - Breendonk - Tisselt - Mechelen","3","https://www.delijn.be/nl/lijnen/1089/?richtingCode=1","F9C5B8","000000"
"1090_1AN1090-03_0","1","90","Berchem Station - Mortsel -  Lier","Berchem Station - Mortsel -  Lier","3","https://www.delijn.be/nl/lijnen/1090/?richtingCode=0","E40521","FFFFFF"
"1090_1AN1090-03_1","1","90","Lier - Mortsel - Berchem Station","Lier - Mortsel - Berchem Station","3","https://www.delijn.be/nl/lijnen/1090/?richtingCode=1","E40521","FFFFFF"
"1090_1AN1090-04_0","1","90","Berchem Station - Mortsel -  Lier","Berchem Station - Mortsel -  Lier","3","https://www.delijn.be/nl/lijnen/1090/?richtingCode=0","E40521","FFFFFF"
"1090_1AN1090-04_1","1","90","Lier - Mortsel - Berchem Station","Lier - Mortsel - Berchem Station","3","https://www.delijn.be/nl/lijnen/1090/?richtingCode=1","E40521","FFFFFF"
"1091_1AN1090-03_0","1","91","Berchem Station - Mortsel - Waarloos","Berchem Station - Mortsel - Waarloos","3","https://www.delijn.be/nl/lijnen/1091/?richtingCode=0","E40521","FFFFFF"
"1091_1AN1090-03_1","1","91","Waarloos - Mortsel - Berchem Station","Waarloos - Mortsel - Berchem Station","3","https://www.delijn.be/nl/lijnen/1091/?richtingCode=1","E40521","FFFFFF"
"1091_1AN1090-04_0","1","91","Berchem Station - Mortsel - Waarloos","Berchem Station - Mortsel - Waarloos","3","https://www.delijn.be/nl/lijnen/1091/?richtingCode=0","E40521","FFFFFF"
"1091_1AN1090-04_1","1","91","Waarloos - Mortsel - Berchem Station","Waarloos - Mortsel - Berchem Station","3","https://www.delijn.be/nl/lijnen/1091/?richtingCode=1","E40521","FFFFFF"
"1092_1AN1090-03_0","1","92","Berchem Station - Mortsel - Kontich Station","Berchem Station - Mortsel - Kontich Station","3","https://www.delijn.be/nl/lijnen/1092/?richtingCode=0","E40521","FFFFFF"
